ID,Sentence,Article_ID,Article,Votes_Complexity,MOS_Complexity,Std_Complexity,Votes_Understandability,MOS_Understandability,Std_Understandability,Vote_Lexical_difficulty,MOS_Lexical_difficulty,Std_Lexical_difficulty
589,Die Westgrenze des Parks bilden North Fork und Middle Fork des Flathead Rivers; die Südgrenze verläuft an dessen Zufluss Bear Creek.,14,Glacier-Nationalpark (Vereinigte Staaten),8,2.125,0.83452296,10,3,2.309401077,8,2.625,0.916125381
590,"Im Osten grenzt der Park an das Indianerreservat der Blackfoot-Indianer mit dem markanten Chief Mountain auf der Grenze, im Norden an Kanada.",14,Glacier-Nationalpark (Vereinigte Staaten),10,3.2,1.751190072,10,3.1,1.370320319,10,3.4,1.712697677
591,"Der höchste Punkt des Parks ist der Mount Cleveland mit 3190 m im Norden, der tiefste Punkt liegt mit 960 m am Zusammenfluss von North Fork und Middle Fork des Flathead nahe dem Westeingang des Parks mit dem Hauptquartier der Verwaltung.",14,Glacier-Nationalpark (Vereinigte Staaten),10,3,1.414213562,10,2.9,1.969207398,10,3.5,1.779513042
592,Im Süden verlaufen die Bahnlinie der Great Northern Railway und der US Highway US 2 auf oder nahe der Parkgrenze.,14,Glacier-Nationalpark (Vereinigte Staaten),10,2.6,1.0749677,10,2.5,0.971825316,8,3.125,0.640869944
593,"Außerhalb des Parks schließen sich im Westen der Flathead National Forest und im Südosten der Lewis and Clarck National Forest an, zwei Nationalforste unter der Verwaltung des US Forest Service.",14,Glacier-Nationalpark (Vereinigte Staaten),5,4.4,0.547722558,6,4,1.264911064,4,4,0
594,"In die beiden Nationalforste ist die nur durch die Bahn und die Straße vom Park getrennte Great Bear Wilderness eingelagert, ein Wilderness Area und damit die strengste Klasse von Naturschutzgebieten der Vereinigten Staaten.",14,Glacier-Nationalpark (Vereinigte Staaten),9,3,0.707106781,10,3,1.154700538,9,3.222222222,0.666666667
595,Auf kanadischer Seite grenzt neben dem Waterton-Lakes-Nationalpark in der Provinz Alberta auch der Akamina-Kishinena Provincial Park der Provinz British Columbia an den Glacier-Nationalpark.,14,Glacier-Nationalpark (Vereinigte Staaten),5,2.6,1.816590212,5,2,1.414213562,5,2.4,1.949358869
596,"Das Erscheinungsbild des Nationalparks prägen die quer zum Hauptkamm verlaufenden von eiszeitlichen Gletschern ausgeschliffenen Trogtäler mit über 750 Seen, von denen nur 131 einen offiziellen Namen tragen.",14,Glacier-Nationalpark (Vereinigte Staaten),9,5.555555556,0.881917104,7,5,0,9,5.666666667,0.866025404
597,"In den Tieflagen liegen Zungenbeckenseen, im höheren Gelände handelt es sich um Karseen.",14,Glacier-Nationalpark (Vereinigte Staaten),8,3.5,0.9258201,10,4,1.763834207,10,4.7,1.702938637
598,"Die größeren Seen des Parks sind der Lake McDonald, der Two Medicine Lake, St Mary Lake, der Lake Sherburne und der Südteil des grenzüberschreitenden Upper Waterton Lake.",14,Glacier-Nationalpark (Vereinigte Staaten),10,2.2,1.229272594,8,1.125,0.353553391,10,2.2,1.398411798
600,"Der Westen unterliegt dem maritimen Einfluss des Pazifischen Ozeans mit gemäßigten Temperaturen und hohen Niederschlägen, während die Ostseite dem kontinentalen Klima zugehörig ist, das durch extreme jahreszeitliche Temperaturunterschiede und die für Nordamerika typischen Blizzards aus nördlichen Richtungen geprägt ist.",14,Glacier-Nationalpark (Vereinigte Staaten),8,3.875,0.640869944,10,4.2,1.988857852,10,4.6,1.429840706
601,"Im Osten des Parks wurden 1937 am Two Medicine Lake +47 °C gemessen, südlich des Parks am Rogers Pass 1954 ?57 °C, die niedrigste Temperatur der Vereinigten Staaten außerhalb Alaskas.",14,Glacier-Nationalpark (Vereinigte Staaten),9,2.888888889,1.269295518,9,2.555555556,1.130388331,8,2.375,1.060660172
602,Mit dieser Temperaturspanne ist Montana der Bundesstaat mit dem größten gemessenen Temperaturunterschied.,14,Glacier-Nationalpark (Vereinigte Staaten),13,2.076923077,0.954073587,13,1.461538462,0.660225292,15,2.533333333,1.726543478
603,"In Browning östlich außerhalb des Parks fiel am 23 Januar 1916 die Temperatur innerhalb von 24 Stunden von 7 °C auf ?49 °C, der größte Temperaturunterschied innerhalb eines Tages in den Vereinigten Staaten.",14,Glacier-Nationalpark (Vereinigte Staaten),9,2.333333333,1.58113883,7,1,0,9,2.666666667,2.061552813
604,Der Glacier-Nationalpark ist geologisch herausgehoben durch die Lewis-Überschiebung.,14,Glacier-Nationalpark (Vereinigte Staaten),10,2.8,0.788810638,10,3.2,1.475729575,10,3.2,1.229272594
605,"Durch diese Überschiebung liegt sehr altes Gestein aus dem Proterozoikum, das vor bis zu 1,5 Milliarden Jahren entstanden ist, über jüngeren Schichten aus Quartär und Kreide und den letzten 100 Millionen Jahren.",14,Glacier-Nationalpark (Vereinigte Staaten),10,4.3,1.251665557,9,4.444444444,0.881917104,10,5.3,0.948683298
606,Im Zuge der Laramischen Gebirgsbildung bauten plattentektonische Vorgänge vor der nordamerikanischen Westküste Druck auf.,14,Glacier-Nationalpark (Vereinigte Staaten),9,4.444444444,0.881917104,8,4.5,0.9258201,10,5.1,0.994428926
607,Dieser wurde nach Osten in die Nordamerikanische Platte weitergegeben und eine Tektonische Decke von rund 450 Kilometern Länge in Nord-Süd-Richtung und einer Mächtigkeit von mindestens 5000 Metern wurde im Zeitraum von vor 80 bis 40 Millionen Jahren um circa 80 Kilometer in einem flachen Winkel nach Osten über das dort anstehende Gestein geschoben.,14,Glacier-Nationalpark (Vereinigte Staaten),16,4.125,1.586400538,16,3.375,1.5,16,4.125,1.74642492
608,"Spannungen innerhalb der Decke führten zu einer Synklinale, einer konkav – also nach innen – gewölbten Struktur, durch die Gesteinsschichten im Osten und Westen des Parks höher liegen als im Zentrum.",14,Glacier-Nationalpark (Vereinigte Staaten),8,3.875,0.640869944,10,4.5,1.779513042,10,4.8,1.549193338
609,"Sie bilden die beiden Nord-Süd-Bergketten des Parks, die Lewis range im Osten und die Livingstone range im Nordwesten.",14,Glacier-Nationalpark (Vereinigte Staaten),5,3.2,0.836660027,5,2.6,1.140175425,4,3.5,0.577350269
610,Durch diese spezielle Entstehung hebt sich die Lewis range im Osten ohne Vorgebirge aus der Ebene der Great Plains.,14,Glacier-Nationalpark (Vereinigte Staaten),13,4.307692308,1.109400392,15,3.733333333,1.533747356,15,4.2,1.567527626
611,Durch Erosion der oberen Schichten der Lewis-Überschiebung und die Talbildung während der Vergletscherung wurde das Gestein aus dem Proterozoikum freigelegt und sein Geologisches Profil angeschliffen.,14,Glacier-Nationalpark (Vereinigte Staaten),9,4.444444444,1.943650632,9,4.444444444,2.068278941,9,4.666666667,1.58113883
612,"Über 2100 Höhenmeter in acht stratigrafischen Schichten sind im Park aufgeschlossen, was das Gebiet zum besten Forschungsgebiet für die physikalische und chemische Zusammensetzung proterozoischer Gesteine und damit der Umweltbedingungen auf der Erde im Zeitraum von vor zwischen 1,5 Milliarden und 900 Millionen Jahren weltweit macht.",14,Glacier-Nationalpark (Vereinigte Staaten),9,5.888888889,1.536590743,9,5.222222222,2.279132389,7,6.857142857,0.377964473
613,Der Ursprung der älteren Gesteine des Parks sind klastische Sedimentgesteine.,14,Glacier-Nationalpark (Vereinigte Staaten),7,3.285714286,0.487950036,9,2,1,10,4.2,1.87379591
614,"Aus den Ablagerungen von Sanden, Tonen und den Kalkgehäusen von Zooplankton in einem Urmeer entstanden zunächst Gesteine wie Sandstein, Schiefer und Kalkstein.",14,Glacier-Nationalpark (Vereinigte Staaten),10,4.5,1.715938357,10,4.6,1.429840706,9,5.777777778,0.971825316
615,"Teile davon wurden über geologische Zeiträume durch Druck späterer Schichten zu Metamorphen Gesteinen wie Quarzit, Tonschiefer sowie kristallinem Kalkstein (Marmor) und Dolomit umgewandelt.",14,Glacier-Nationalpark (Vereinigte Staaten),9,5,1.58113883,9,4.777777778,1.481365736,9,5.333333333,1.658312395
616,"Gegenüber Aufschlüssen proterozoischen Gesteins in anderen Teilen der Erde ist die geringe Störung hervorzuheben: Im Glacier-Waterton-Gebiet haben sich Details der Sedimentation wie millimetergenaue Schichtung, Rippelmarken, Abdrücke von Salzablagerungen, Oolithe, Ton-Brekzien und andere Formen erhalten.",14,Glacier-Nationalpark (Vereinigte Staaten),10,5.1,1.370320319,10,4.6,1.429840706,10,5.7,0.948683298
617,Die jüngeren Gesteine aus Quartär und Kreide sind nur im Osten des Parks aufgeschlossen und bestehen aus Sand- und Schluffstein.,14,Glacier-Nationalpark (Vereinigte Staaten),9,4.222222222,0.666666667,10,3.7,1.702938637,9,4.777777778,0.971825316
618,"Dazwischen fehlen Gesteine aus rund 800 Millionen Jahren, sie wurden bereits vor, während und nach der Gebirgsbildung durch Erosion abgetragen.",14,Glacier-Nationalpark (Vereinigte Staaten),6,4,0,10,4.1,1.728840331,10,4.4,1.776388346
619,Die verschiedenen Gesteinsschichten enthalten Fossilien.,14,Glacier-Nationalpark (Vereinigte Staaten),14,2.428571429,0.851630627,15,2.4,1.242118007,15,2.933333333,1.437590577
621,"Stromatolithe aus versteinerten Biofilmen von Cyanobakterien sind in allen präkambrischen Gesteinen des Parks erhalten und besonders häufig in der Siyeh-Formation aus Dolomit und Kalkstein, aus der die Mehrzahl der höheren Gipfel im Park bestehen.",14,Glacier-Nationalpark (Vereinigte Staaten),8,6,0.755928946,10,4.8,1.475729575,10,5.9,0.994428926
622,In den jüngeren präkambrischen Schichten treten auch Versteinerungen von erstem Seetang sowie vier Arten wirbelloser Tiere auf.,14,Glacier-Nationalpark (Vereinigte Staaten),10,4,1.632993162,10,4.7,1.567021236,10,5.6,1.349897115
623,In den quartären Gesteinen werden fossile Muscheln und Schnecken gefunden.,14,Glacier-Nationalpark (Vereinigte Staaten),10,3.1,1.286683938,10,2.3,1.159501809,9,3.666666667,0.707106781
624,"In der Appekunny Formation im Osten des Parks, die auf ein Alter von 1,5–1,3 Milliarden Jahre datiert wird, wurden 1982 Abdrücke gefunden, die von den Entdeckern als Metazoa interpretiert und nach neuen Untersuchungen 2002 als Horodyskia moniliformis beschrieben wurden.",14,Glacier-Nationalpark (Vereinigte Staaten),10,3.8,1.398411798,10,3.5,2.415229458,10,4.5,2.223610677
625,Sie gehören zu den frühesten Spuren vielzelliger Tiere weltweit.,14,Glacier-Nationalpark (Vereinigte Staaten),9,3,2.121320344,9,3.111111111,1.763834207,9,4,1.658312395
626,"Beim Recycling, Rezyklierung bzw Müllverwertung werden Abfallprodukte wiederverwertet bzw deren Ausgangsmaterialien werden zu Sekundärrohstoffen.",15,Recycling,10,3.8,1.686548085,10,3.2,1.932183566,9,4.777777778,1.301708279
627,"Der Begriff „Recycling“ ist ein Lehnwort aus dem Englischen (recycling – ausgesprochen [???sa?kl??] – für „Wiederverwertung“ oder „Wiederaufbereitung“); etymologisch leitet es sich vom griechischen kýklos (Kreis) sowie dem lateinischen Präfix re- (zurück, wieder) ab.",15,Recycling,10,3.4,1.776388346,9,1.666666667,0.707106781,10,3.5,1.840893503
628,"„Recycling“ ist definiert als „jedes Verwertungsverfahren, durch das Abfälle zu Erzeugnissen, Materialien oder Stoffen entweder für den ursprünglichen Zweck oder für andere Zwecke aufbereitet werden.",15,Recycling,9,3.666666667,1,10,2.8,1.549193338,10,3.8,1.87379591
629,"Es schließt die Aufbereitung organischer Materialien ein, aber nicht die energetische Verwertung und die Aufbereitung zu Materialien, die für die Verwendung als Brennstoff oder zur Verfüllung bestimmt sind“ (§ 3 Abs 25 deutsches Kreislaufwirtschaftsgesetz).",15,Recycling,8,4.875,0.640869944,10,4,1.490711985,6,5,0
630,"Gesetzlich wird erst von „Recycling“ gesprochen, wenn der Rohstoff zuvor als „Abfall“ einzustufen war; andernfalls handelt es sich um „Wiederverwendung“.",15,Recycling,10,2.8,1.316561177,10,2.8,1.549193338,10,3.4,1.837873167
631,Der umgangssprachliche Gebrauch des Begriffs Recycling umfasst oft beide Bedeutungen.,15,Recycling,9,2.111111111,0.600925213,9,1.444444444,0.726483157,10,2.4,0.843274043
632,"Ein möglicher Nachteil von beispielsweise Kunststoff ist, dass – bei vertretbarem Aufwand – das Material nicht mehr die ursprüngliche Qualität oder dessen Verarbeitbarkeit erreicht wie bei der Primärherstellung vor dem Recyclingprozess.",15,Recycling,7,2.714285714,0.487950036,10,3.4,1.646545205,10,4,1.763834207
633,"Diese Abwertung wird auch als Downcycling bezeichnet, während beim Upcycling aus Abfallstoffen eines Prozesses hochwertigere Produkte hergestellt werden können .",15,Recycling,10,3.4,1.173787791,10,3.3,2.002775851,10,4.2,1.398411798
634,"Reststoffe, die während des Recyclingvorganges bestimmter organischer Materialien anfallen, werden Spuckstoffe genannt.",15,Recycling,14,2.642857143,1.277445941,16,2.3125,1.400892573,16,3,1.549193338
635,"Die Neigung eines Polymers, bei der Wiederverarbeitung zu degradieren, hängt vom gewählten Aufbereitungsverfahren ab und vom jeweiligen Grundpolymertyp sowie dem Gehalt an Additiven, die den thermisch-oxidativen Abbau der Molekülketten bei der Verarbeitung stark herabsetzen können.",15,Recycling,10,5.2,1.316561177,10,5.6,1.349897115,10,6,1.054092553
636,In einigen Fällen erreicht der verwertete Kunststoff durchaus das Eigenschaftsniveau der Originalware.,15,Recycling,15,3.466666667,1.35576371,15,2.933333333,1.032795559,13,3.769230769,0.725011052
637,Es kommt hierbei auf die Qualität und Sortenreinheit der gesammelten Altteile und den Aufbereitungsprozess und die Nachadditivierung an.,15,Recycling,9,4.222222222,2.279132389,9,4.333333333,2.061552813,9,4.444444444,2.185812841
638,Auch der Gesamtenergieverbrauch bei der Wiederaufbereitung wird vielfach überschätzt.,15,Recycling,10,3.1,1.449137675,10,4.1,2.078995484,9,5.666666667,1
639,"Mit nicht mehr als rund 10 bis 15 MJ/kg Polymer (Thermoplast) ist bei Teilen, die eine Einzelmasse von mehr als 100 g besitzen, die komplette Aufbereitung durchführbar (in diesem Zusammenhang wird auf Originalliteratur aus den Jahren 1990 bis 1997 sowie auf die Quellen verwiesen).",15,Recycling,7,4.428571429,0.975900073,5,4,0,9,4.222222222,1.986062548
640,Bei der Wiederaufarbeitung von Kernbrennstoffen ist kein vollständiges Recycling möglich.,15,Recycling,5,3,0,5,2,0,8,3.5,0.9258201
641,Nach der Abtrennung und Entsorgung der Spaltprodukte können die restlichen Bestandteile des Kernbrennstoffs jedoch wieder zur Produktion neuer Brennelemente genutzt werden.,15,Recycling,10,4,1.56347192,10,4.1,1.91195072,9,5.222222222,0.971825316
642,"Vor der Industrialisierung bestand der Müll hauptsächlich aus den Exkrementen von Menschen und Tieren, aus Lebensmittelabfällen, Ton- oder Glasscherben und wahrscheinlich auch Asche von den Feuerstellen.",15,Recycling,10,2.4,1.173787791,10,3,1.825741858,9,3.222222222,1.481365736
643,"Die wohl älteste Form des Recyclings ist die traditionelle Düngemittelnutzung von pflanzlichen und tierischen Abfällen, insbesondere Ernte­resten, Mist und Gülle, in der Landwirtschaft, die wohl so alt ist wie diese selbst.",15,Recycling,9,3.222222222,0.666666667,10,3.1,1.449137675,10,3.7,1.766981104
644,Diese vollständige Wiederverwertung ist Basis der Subsistenzwirtschaft.,15,Recycling,11,3.454545455,1.634847783,11,3.181818182,1.470930441,10,4.4,1.264911064
645,Im antiken Rom wurden die Exkremente eingesammelt und den Bauern im Umland verkauft.,15,Recycling,9,2.222222222,0.971825316,8,1.75,0.707106781,9,2.333333333,1.322875656
646,Im Mittelalter verfiel diese Organisation größtenteils – Exkremente und Abfälle wurden teilweise einfach nur auf die Straße gekippt und allenfalls von Haustieren „verwertet“.,15,Recycling,6,3.666666667,1.505545305,6,3.333333333,1.632993162,5,4,0.707106781
647,"Später waren es Schrott- und Lumpensammler, die sich um das Einsammeln, Sortieren und Weiterleiten von wiederverwertbarem Material kümmerten.",15,Recycling,6,4.5,1.048808848,5,3.4,0.547722558,5,4,0.707106781
648,"Die „Wegwerf-Mentalität“ der Industriezeit existierte aufgrund des Mangels an Gütern wie leeren Flaschen, gebrauchten Holz- oder Metallgegenständen und Ähnlichem nicht.",15,Recycling,10,3,1.333333333,10,3.3,1.766981104,9,3.444444444,1.509230856
649,"Es war selbstverständlich, diese Gegenstände weiter zu verwerten.",15,Recycling,10,1.7,0.674948558,9,1.666666667,0.707106781,10,2.2,1.135292424
650,"Aus Lebensmittelabfall wurde Haustierfutter, aus Knochen und Haaren wurden nützliche Dinge und aus Lumpen wurde Papier hergestellt.",15,Recycling,11,2.181818182,1.167748416,11,2.090909091,1.044465936,11,2.909090909,0.943879807
651,Holz- und Papierabfälle verheizte man und Metallteile wurden sowieso eingeschmolzen oder umgeschmiedet.,15,Recycling,12,2.416666667,1.505042031,10,1.4,0.516397779,12,2.75,1.215431087
652,"Mit der Industrialisierung veränderte sich auch Menge und Zusammenstellung des Mülls, so dass in London erste Kehrichtöfen entstanden, später auch die ersten Deponien.",15,Recycling,7,3.428571429,1.133893419,7,3.285714286,1.380131119,7,3.571428571,1.272418021
654,"Als die Menschen nach den Weltkriegen zu immer mehr Wohlstand gelangten und sich auch Luxusgüter leisten konnten, zu denen auch eine aufwändigere Verpackung gehörte (Flaschen, Alufolie, Frischhaltebeutel, Blechdosen, Kunststoffflaschen), standen die Industrieländer vor einem akuten Müllnotstand.",15,Recycling,10,4.1,1.595131482,10,3.5,1.715938357,10,4.4,1.173787791
655,"Ein normaler Haushalt, der vor 150 Jahren mit etwa 150 Dingen auskam, verwendete nun mehr als 20000 Gegenstände, vom Zahnstocher bis zum Haarfestiger, vom Kleiderschrank bis zur Heftzwecke, und produzierte beispielsweise in der Bundesrepublik in den 1970er Jahren im Durchschnitt eine Hausmüllmenge von 4,7 kg pro Einwohner und Woche, das sind 244 kg pro Einwohner und Jahr.",15,Recycling,15,3.2,1.521277659,15,2.333333333,1.2344268,15,3,1.133893419
656,"Dieser wurde großteils nicht mehr wiederverwendet, sondern weitgehend vollständig deponiert.",15,Recycling,11,2.636363636,1.026910636,11,2.363636364,1.026910636,11,2.909090909,0.943879807
657,"Wiederverwendung war nur in Notzeiten, besonders während und nach Kriegen, ein Thema.",15,Recycling,9,2.444444444,1.013793755,9,1.888888889,0.78173596,9,2.333333333,1.118033989
658,"Erst mit Aufkommen der grünen Bewegung in den 1970/80er-Jahren fand ein Umdenken statt, dass Müllentsorgung einer der Hauptfaktoren der Umweltverschmutzung darstellt.",15,Recycling,10,3.8,1.619327707,10,3.4,1.646545205,10,4,1.699673171
659,"Gleichzeitig entstand einerseits ein Bewusstsein um die Begrenztheit natürlicher Ressourcen insgesamt (etwa nach dem Ölschock der frühen 80er-Jahren), andererseits wurde das Deponieren etwa in urbanen Ballungsräumen (Megacyties) zunehmend undurchführbar.",15,Recycling,12,5.75,0.965307299,12,5.166666667,1.267304465,12,5.583333333,0.99620492
660,"Erste Anfänge zurück zu einer neuen Wiederverwertung war die anfangs freiwillige Mülltrennung, die zum Sinnbild einer ganzen Generation in der westlichen Welt wurde.",15,Recycling,9,4.333333333,1.658312395,9,3.444444444,1.810463415,9,4.444444444,1.810463415
661,"Ausgehend von Altpapier-Wiederverwendung wurden zunehmend Technologien erarbeitet, die die Wiederaufbereitung aller Arten von Altstoffen wirtschaftlich machen, wodurch Abfall zu einem bedeutenden Wirtschaftsgut wurde: Geprägt wurde dafür der Ausdruck Sekundärrohstoff.",15,Recycling,12,4.75,0.753778361,14,4,1.300887271,13,4.538461538,0.877058019
662,"Zunehmend Bedeutung erlangt das Recycling auch bei Elementen, deren Vorkommen begrenzt sind oder deren Gewinnung aufwändig ist.",15,Recycling,10,4.1,1.791957341,10,4.7,1.702938637,10,5,1.699673171
663,"Das trifft besonders auf die in der Elektro- und Elektronikindustrie häufig verwendeten Seltenen Erden zu, die früher mit den weggeworfenen Geräten auf dem Müll landeten.",15,Recycling,9,3.333333333,0.707106781,10,3.1,1.449137675,9,3.777777778,0.971825316
664,"Schrott wird schon seit Urzeiten teils wiederverwertet, Eisenteile etwa durch Umschmieden .",15,Recycling,12,3.25,1.422226168,11,2.454545455,1.293339581,12,3.916666667,1.928651594
665,"Besonders in Zeiten der Kriegswirtschaft wird auf Metallgegenstände des zivilen Gebrauches zurückgegriffen zwecks Sekundär-Rohstoffgewinnung zur Waffenproduktion, wie etwa 1940 unter dem Motto Metallspende des deutschen Volkes.",15,Recycling,10,3.7,0.823272602,10,4.1,1.523883927,10,4.5,1.58113883
666,"Die Verwertung von Fasern aus verwertbaren Altkleidern beherrschten bereits Papiermühlen der Renaissance Altpapier-Wiederverwertungsverfahren gab es schon seit 1774, sodann beschrieben von Justus Claproth .",15,Recycling,10,4.6,0.699205899,12,3.416666667,1.240112409,10,4.8,1.135292424
667,"Sir Winston Leonard Spencer-Churchill KG OM CH PCc RA (* 30 November 1874 in Blenheim Palace, Oxfordshire; † 24 Januar 1965 in London) gilt als bedeutendster britischer Staatsmann des 20 Jahrhunderts.",16,Winston Churchill,10,2,0.816496581,10,2,1.054092553,10,2.1,1.197219
668,Er war zweimal Premierminister (1940–1945 sowie 1951–1955) und führte Großbritannien durch den Zweiten Weltkrieg.,16,Winston Churchill,9,1.222222222,0.440958552,8,1,0,8,1,0
669,"Zuvor hatte er bereits mehrere Regierungsämter bekleidet, unter anderem das des Innenministers, des Ersten Lords der Admiralität und des Schatzkanzlers.",16,Winston Churchill,10,3.1,1.286683938,9,3.222222222,1.6414763,10,4.2,2.043961296
670,Darüber hinaus trat er als Autor politischer und historischer Werke hervor und erhielt 1953 den Nobelpreis für Literatur.,16,Winston Churchill,7,2.571428571,1.133893419,7,2,1,7,2.285714286,1.112697281
672,"Nach einer Laufbahn als Offizier und Kriegsberichterstatter zog er 1901 als Abgeordneter ins Unterhaus ein, dem er über 60 Jahre lang angehören sollte.",16,Winston Churchill,10,4,1.154700538,8,3.375,0.916125381,10,4,1.414213562
674,Als Erster Lord der Admiralität betrieb Churchill ab 1911 die Modernisierung der Royal Navy.,16,Winston Churchill,9,2.222222222,1.301708279,10,2.9,1.969207398,10,3.4,2.270584849
676,David Lloyd George holte ihn aber schon 1916 ins Kriegskabinett zurück.,16,Winston Churchill,9,1.888888889,0.78173596,9,2,1.322875656,10,2.9,1.663329993
678,"Während der 1930er Jahre, in denen Churchills politische Karriere beendet schien, betätigte er sich vornehmlich als Publizist und Schriftsteller.",16,Winston Churchill,15,2.266666667,1.099783528,14,1.5,0.650443636,16,2.4375,1.31497782
679,"Als einer von wenigen Politikern warnte er Regierung, Parlament und Öffentlichkeit vor der aggressiven, revisionistischen Politik Nazi-Deutschlands, fand damit aber kaum Gehör.",16,Winston Churchill,10,3.3,1.159501809,10,2.8,1.229272594,10,3.9,1.370320319
680,"Erst bei Ausbruch des Zweiten Weltkriegs 1939 kehrte Churchill, der als erklärter Gegner Hitlers bekannt war, in die Regierung zurück, zunächst erneut als Erster Lord der Admiralität.",16,Winston Churchill,9,3.777777778,1.56347192,9,3.222222222,1.6414763,9,4,1.224744871
681,"Als Premierminister Neville Chamberlain infolge der glücklosen alliierten Kriegführung zurücktreten musste, übernahm Winston Churchill am 10 Mai 1940 das Amt des Regierungschefs.",16,Winston Churchill,10,4,1.054092553,10,3.3,1.567021236,10,4.3,1.251665557
682,"Mit seiner Weigerung, in Verhandlungen mit Hitler einzutreten, und mit seinen Reden stärkte er in den kritischen Monaten des Frühjahrs und Sommers 1940 den britischen Widerstandswillen.",16,Winston Churchill,9,3.444444444,0.881917104,10,3.7,1.494434118,10,4.3,1.33749351
683,"Außenpolitisch hatte er maßgeblichen Anteil am Zustandekommen der Anti-Hitler-Koalition zwischen Großbritannien, den USA und der Sowjetunion, die schließlich den Sieg über Deutschland und Japan errang.",16,Winston Churchill,9,4,1.118033989,9,3.555555556,1.666666667,8,4.375,0.916125381
684,Trotz dieses militärischen Triumphs verlor er die Unterhauswahlen des Jahres 1945.,16,Winston Churchill,10,2.1,0.994428926,10,2.5,1.840893503,10,2.9,1.449137675
685,Nach Kriegsende wurde Winston Churchill zum Vordenker eines politisch geeinten Europa.,16,Winston Churchill,10,1.8,0.918936583,10,2.5,1.779513042,10,2.7,1.766981104
686,"Im Jahr 1951 erneut zum Premierminister gewählt, trat er nach einem Schlaganfall 1955 zurück.",16,Winston Churchill,10,2.1,0.737864787,10,2.4,0.966091783,8,3.75,0.88640526
687,"Seinen Wahlkreis Woodford im Nordosten Londons vertrat er bis 1964, ein Jahr vor seinem Tod, im Unterhaus.",16,Winston Churchill,10,3.2,1.398411798,9,3.555555556,1.013793755,10,4,1.054092553
688,"Geboren wurde Winston Churchill in Blenheim Palace, dem Schloss seines Großvaters John Spencer-Churchill, des 7 Herzogs von Marlborough.",16,Winston Churchill,9,1.666666667,0.707106781,9,1.555555556,0.881917104,8,1.5,0.755928946
690,"Der Vater gehörte zu den Mitbegründern der modernen Konservativen Partei, war deren Vorsitzender, bekleidete verschiedene Ministerämter und galt zeitweilig als aussichtsreicher Anwärter auf das Amt des Premierministers.",16,Winston Churchill,10,4.3,1.159501809,9,4,0.707106781,9,5,0.707106781
691,Churchills Großvater väterlicherseits gehörte als Duke of Marlborough dem britischen Hochadel an.,16,Winston Churchill,12,3.333333333,1.775250729,12,3.166666667,1.850470866,12,3.5,1.834021909
692,"Wie in England üblich, erbte nur der älteste Sohn des Herzogs diesen Titel, nicht aber dessen jüngerer Bruder, Churchills Vater Randolph .",16,Winston Churchill,5,3,0,8,2.375,1.060660172,9,3,1.118033989
693,Winston Churchill galt demnach als Bürgerlicher.,16,Winston Churchill,13,1.923076923,0.759554525,13,2.307692308,1.031553471,12,2.25,1.055289706
694,"In den 1950er Jahren lehnte er die erbliche Peerswürde ab, er wurde jedoch 1953 zum Ritter des Hosenbandordens geschlagen und damit als „Sir Winston Churchill“ in den nichterblichen Adelsstand erhoben.",16,Winston Churchill,5,4.6,1.140175425,5,3.8,1.923538406,4,5,0.816496581
695,"Seine Herkunft aus der britischen Hocharistokratie sicherte ihm in seiner Jugend die Aufnahme in renommierte Internate und eine Laufbahn als Armeeoffizier, obwohl seine Leistungen als Schüler eher mangelhaft waren.",16,Winston Churchill,13,3.538461538,1.761409692,13,2.769230769,1.690850188,13,4,1.471960144
696,"Von 1881 bis 1892 besuchte Churchill Eliteschulen in Ascot, Brighton und Harrow.",16,Winston Churchill,9,1.666666667,0.707106781,7,1,0,9,1.666666667,0.707106781
697,"Das autoritäre Erziehungssystem dort widerstrebte ihm, und er blieb mehrfach sitzen.",16,Winston Churchill,10,2.9,1.663329993,7,3.714285714,0.487950036,10,4,1.825741858
698,"Nach der Schulzeit bewarb er sich beim Militär, fiel jedoch zweimal durch die Aufnahmeprüfung.",16,Winston Churchill,9,2.111111111,1.269295518,10,2.3,1.33749351,10,2.9,1.663329993
699,1893 kam er doch noch als Kadett nach Sandhurst und mit 21 Jahren als Kavallerieleutnant zum 4 Husarenregiment.,16,Winston Churchill,10,3.5,1.433720878,10,3.4,1.95505044,10,3.8,1.87379591
701,"Ohne schulischen Druck erwarb er sich nun auch eine profunde literarische Bildung und begann kurz darauf, selbst zu schreiben.",16,Winston Churchill,15,2.8,1.207121724,15,1.933333333,0.961150105,11,2.181818182,0.404519917
702,"Bis zu seinem Lebensende sollte er als Journalist und Buchautor einen geschliffenen Stil pflegen, der ihm den Nobelpreis für Literatur einbrachte.",16,Winston Churchill,9,2.888888889,0.78173596,9,2.333333333,1.118033989,9,3,1.118033989
704,"Sportliche Betätigung war stets Teil seines Lebens, und für das ihm zugeschriebene Zitat No Sports gibt es keinen Beleg.",16,Winston Churchill,9,3.555555556,0.881917104,11,2.909090909,1.700267359,11,3,1.264911064
