Sentence_Id,Article_ID,Article,Original_Sentence,Simplification,Rating
417,10,Versauerung der Meere,Eine Versauerung erfolgt auch in Küsten- oder Schiffsnähe durch Säureeinträge verursacht durch Schwefeloxide und Stickoxide (siehe Saurer Regen).,Schwefeloxide und Stickoxide sind Verbindungen aus Schwefel oder Stickstoff und Sauerstoff aus der Luft. Diese Verbindungen bringen Säure in das Meer. Besonders stark passiert das in der Nähe von Schiffen und Küsten.,Etwas einfacher
431,10,Versauerung der Meere,"Bei Seamounts, an den Kontinentalhängen und in Flachmeeren (zum Beispiel in Teilen des Weddell-Meeres)[10] kann das anthropogene CO2 bereits bis zum Meeresboden gelangen.",Das von Menschen erzeugte Kohlendioxid kann bis zum Meeresboden gelangen. Dies tritt insbesondere an den Hängen der Tiefseeberge und den Flachmeeren auf.,Deutlich einfacher
438,11,Gletscherschwund seit 1850,"Betroffen sind davon bis auf wenige Ausnahmen alle Regionen, von den Tropen über die mittleren Breiten bis zu den polaren Eiskappen.","Betroffen sind bis auf wenige Ausnahmen alle Regionen. Die Tropen, die mittleren Breiten und die polaren Eiskappen.",Etwas einfacher
442,11,Gletscherschwund seit 1850,"Ebenso zu beobachten ist ein Rückgang des Eises in den polaren Gebieten, wo es in den zurückliegenden Jahren vermehrt zum Abbrechen größerer Schelfeise gekommen ist.",Außerdem kann man beobachten wie das Eis in polaren Gebieten zurückgeht. Dort sind in den vergangenen Jahren große Flächen von Eis abgebrochen.,Deutlich einfacher
444,11,Gletscherschwund seit 1850,"Dieser in den 1980er- und 1990er-Jahren kurzzeitig bestehende, auf örtlich veränderte Niederschlagsmuster zurückgehende Trend hat sich allerdings etwa seit dem Jahr 2000 zumindest in den ersten beiden Regionen entweder wieder umgekehrt oder ist zumindest deutlich abgeflacht.","In den 1980er- und 1990er Jahren entstand der Trend durch örtlich veränderte Regen-Muster.
Dieser Trend hat sich aber seit 2000 zumindest in den ersten Regionen umgekehrt oder hat abgenommen. ",Deutlich einfacher
449,11,Gletscherschwund seit 1850,"Eine indirekte Wirkung des anthropogenen Klimawandels ist eine veränderte Verteilung von Niederschlägen, die ebenfalls die Massenbilanz von Gletschern beeinflussen kann.","Eine indirekte Wirkung von dem durch die Menschen verursachten Klimawandels ist die veränderte Verteilung von Regen. Diese Veränderung kann verändern, wie viel Masse ein Gletscher zunimmt oder abnimmt.",Etwas einfacher
450,11,Gletscherschwund seit 1850,Die Folgen des Phänomens bergen erhebliche Risiken für einen momentan nur schwer abschätzbaren Anteil der gegenwärtigen und künftigen Weltbevölkerung.,"Die Folgen können gefährlich sein für einen momentan schwer zu schätzenden Anteil der aktuellen und zukünftigen Weltbevölkerung,",Etwas einfacher
453,11,Gletscherschwund seit 1850,Der zunehmende Abfluss des Gletscherwassers führt zudem zum globalen Anstieg des Meeresspiegels und bedroht damit auch nicht unmittelbar im Einflussbereich von Gletschern lebende Menschen.,"Der Abfluss des Gletscherwassers nimmt zu und führt zudem zum weltweiten Anstieg des Meeresspiegels. Er bedroht damit auch Menschen, die nicht unmittelbar im Einflussbereich von Gletschern leben.",Deutlich einfacher
454,11,Gletscherschwund seit 1850,"Entscheidend für das Fortbestehen eines Gletschers ist seine Massenbilanz, die Differenz von Akkumulation (wie Schneefall, Ablagerung von Triebschnee und Lawinen, Kondensation von atmosphärischem Wasserdampf und Anfrieren von Regenwasser) und Ablation (Schmelze, Sublimation sowie Abbruch von Lawinen).","Damit ein Gletscher weiter besteht, ist seine Massen-Bilanz wichtig. Die Massenbilanz ist der Unterschied von Zuwachs durch Schneefall und Gefrieren von Regenwasser und das Abnehmen durch Schmelze und Abbrüche.",Etwas einfacher
457,11,Gletscherschwund seit 1850,Im Zehrgebiet (Ablationsgebiet) dagegen überwiegt die Ablation gegenüber dem Nachschub durch Schnee.,Im so genannten Zehrgebiet verliert der Gletscher mehr Masse als er durch Schneefall zunimmt. Dieses Gebiet nennt man auch Ablationsgebiet.,Etwas einfacher
460,11,Gletscherschwund seit 1850,Bei einem Klimawandel können sich sowohl Lufttemperaturen als auch der Niederschlag in Form von Schnee verändern und damit die Massenbilanz verschieben.,Bei einem Klimawandel können sich die Temperatur der Luft und der Niederschlag verändern. Damit kann sich der Unterschied zwischen Zufluss und Masseverlust von Gletschern verschieben.,Etwas einfacher
462,11,Gletscherschwund seit 1850,"Nach dem 2007 erschienenen Vierten Sachstandsbericht der Zwischenstaatlichen Sachverständigengruppe über Klimaänderungen (IPCC) stieg die weltweite durchschnittliche Lufttemperatur in Bodennähe zwischen 1906 und 2005 um 0,74 °C (± 0,18 °C) an.","Nach dem vierten Bericht in 2007 stieg die weltweite durchschnittliche Lufttemperatur in Bodennähe zwischen 1906 und 2005 um 0,74 Celsius (+-0,18 C) an.
Der Bericht wurde geschrieben von der IPCC, einer Umwelt-Gruppe für Kilmaänderungen. ",Etwas einfacher
467,11,Gletscherschwund seit 1850,"Deshalb ist für jede der betroffenen Regionen gesondert zu prüfen, welche Faktoren für den Rückgang der Gletscher ursächlich und gegebenenfalls dominierend sind.",Die Ursachen für den Rückgang der Gletscher müssen deshalb für jede Region einzeln geprüft werden. Dann versteht man die Größe und Relevanz der Faktoren. ,Etwas einfacher
468,11,Gletscherschwund seit 1850,"Kryokonit ist ein dunkler biogener Oberflächenstaub auf Schnee und Eis, der durch Winde in der Atmosphäre über weite Strecken transportiert wird und gewöhnlich auf Gletschern weltweit zu beobachten ist.",Kryokonit ist ein dunkler organischer Staub auf Schnee und Eis. Der Staub wird durch Winde in der Atmosphäre über weite Strecken transportiert. Man kann den Staub meistens auf Gletschern sehen.,Deutlich einfacher
469,11,Gletscherschwund seit 1850,Wegen seiner dunklen Färbung reduziert Kryokonit wesentlich die Oberflächenreflexion des Sonnenlichts und beschleunigt oder initiiert damit das Schmelzen der Gletscher.,Wegen seiner dunklen Färbung vermindert Kryokonit die Oberflächenreflexion des Sonnenlichts sehr stark. Deshalb kommt es zu einer noch schnelleren Abschmelze der Gletscher.,Etwas einfacher
471,11,Gletscherschwund seit 1850,"Dieses organische Material besteht zum Teil aus photosynthetisch aktiven Mikroorganismen wie Cyanobakterien oder auch Bärtierchen,[13] wie es am Rotmoosferner nachgewiesen wurde.","Dieses natürliche Material ist zum Teil aus Mikroorganismen, die auf Licht reagieren und daraus Energie erzeugen können. Mikroorganismen sind zum Beispiel Cyanobakterien oder Bärtierchen. Diese wurden zum Beispiel am Rotmoosferner gefunden.",Etwas einfacher
474,11,Gletscherschwund seit 1850,"Dadurch nimmt die Gletscherfläche im Zehrgebiet, dort ist die Ablation am höchsten, zu.",Dadurch werden die Gletscher im unterer Teil des Gletschers größer. In diesem Gebiet schmilzt oft am meisten Schnee und Eis ab.,Deutlich einfacher
478,11,Gletscherschwund seit 1850,"Auf eine Klimaerwärmung wie die globale Erwärmung oder eine Abnahme des Schneefalls, die zu einer negativen Massenbilanz führen, reagiert der Gletscher mit einem Rückgang.","Gletscher nehmen ab, wenn sich das Klima erwärmt, wie bei der globalen Erwärmung. Außerdem nehmen Gletscher ab, wenn weniger Schnee fällt, was zu einem negativen Verhältnis von Zuwachs und Abschmelzen des Gletschers führt (negative Massenbilanz).",Deutlich einfacher
484,12,Klimageschichte,"Letztere verzeichnet auch die verschiedenen Wetteranomalien in historischer Zeit, die unter anderem von heftigen vulkanischen Eruptionen hervorgerufen wurden.",Die Historische Klimatologie ist die Forschung in der die unüblichen Änderungen von dem Wetter in historischen Zeiten beschrieben werden. Sie wurden unter anderem von Vulkanausbrüchen hervorgerufen.,Deutlich einfacher
485,12,Klimageschichte,Zuverlässige und instrumentell ermittelte Temperatur- und Klimadaten stehen auf breiterer Basis erst seit der zweiten Hälfte des 19. Jahrhunderts zur Verfügung.,Gemessene Temperatur- und Klimadaten gibt es erst seit der zweiten Hälfte des 19. Jahrhunderts.,Deutlich einfacher
488,12,Klimageschichte,"Zusätzlich kommt in der Forschung ein breites Spektrum verschiedener Isotopenanalysen zum Einsatz, deren jüngste Entwicklungen eine bis vor kurzem unerreichbare Messgenauigkeit ermöglichen.",Außerdem werden in der Forschung viele verschiedene Isotopenanalysen eingesetzt. Ihre jüngste Entwicklung ermöglichen ermöglichen eine bis vor kurzem unerreichbare Messgenauigkeit.,Etwas einfacher
498,12,Klimageschichte,Allerdings deckt die 14C-Methode nur einen relativ schmalen zeitlichen Bereich von 300 bis maximal 57.000 Jahren ab.,Mit der 14C-Methode kann man allerdings nur einen relativ kleinen Zeitraum untersuchen. Dieser reicht von 300 bis 57.000 Jahren. ,Etwas einfacher
501,12,Klimageschichte,"In letzter Zeit kommt die 40Ar/39Ar-Datierung verstärkt zum Einsatz, da diese Methode auf der Grundlage des Edelgases Argon erheblich präzisere Ergebnisse als die herkömmliche Kalium-Argon-Datierung ermöglicht.",Immer mehr benutzt man die 40Ar/39Ar-Datierung. Sie basiert auf Argon und ist genauer als die normale Kalium-Argon-Datierung.,Etwas einfacher
507,12,Klimageschichte,"So gab es noch keine Meere, Niederschläge oder sonstiges flüssiges Wasser auf der Erde, und die Zusammensetzung der reduzierenden Uratmosphäre unterschied sich stark von der heutigen Erdatmosphäre.","Es gab damals noch keine Meere, Regen oder sonstiges flüssiges Wasser auf der Erde. Die Urathmosphäre war sehr anders als die heutige Erdatmosphäre.",Deutlich einfacher
513,12,Klimageschichte,"Vor 2,6 Milliarden Jahren bildete sich im Laufe der Entwicklung der Erdatmosphäre durch die Aktivität von Cyanobakterien der erste Sauerstoff in der Uratmosphäre und erreichte vor circa 2,2 Milliarden Jahren signifikante Konzentrationen.","Im Laufe der Entwicklung der Erdatmosphäre bildete sich vor 2,6 Milliarden Jahren  der erste Sauerstoff in der Uratmosphäre. Dies lag an der Aktivität von Cyanobakterien. Dieser Sauerstoff erreichte vor circa 2,2 Milliarden Jahren bedeutende Konzentrationen.",Deutlich einfacher
521,12,Klimageschichte,"Die Veränderung der Konzentration der Klimagase und ihrer Zusammensetzung veränderte zudem den Strahlungshaushalt der Erde und brachte den Treibhauseffekt in Gang, der die Erde seitdem erwärmt.","Die Konzentration und Zusammensetzung der Klimagase veränderten den Strahlungshaushalt der Erde. Es kam zu einem Treibhauseffekt, der die Erde seitdem erwärmt.  ",Etwas einfacher
523,13,Geothermie,"Sie umfasst die in der Erde gespeicherte Energie, soweit sie entzogen und genutzt werden kann, und zählt zu den regenerativen Energien.","Erdwärme ist die in der Erde gespeicherte Energie, wenn sie entzogen und genutzt werden kann. Die Erdwärme zählt zu den erneuerbaren Energien.",Etwas einfacher
524,13,Geothermie,"Sie kann sowohl direkt genutzt werden, etwa zum Heizen und Kühlen im Wärmemarkt (Wärmepumpenheizung), als auch zur Erzeugung von elektrischem Strom oder in einer Kraft-Wärme-Kopplung.",Die Wärme kann direkt genutzt werden. Zum Beispiel zum Heizen oder Kühlen (mit Wärmepumpheizungen). Sie kann auch genutzt werden um Strom zu erzeugen.,Etwas einfacher
528,13,Geothermie,"Dieser Temperaturgradient ist mit etwa 1 K/km viel zu klein, als dass Wärmeleitung einen wesentlichen Beitrag zum Wärmetransport leisten könnte.",Dieser Temperaturgradient ist mit etwa 1K/km sehr klein. Daher kann er keinen wesentlichen Beitrag zum Wärmetransport leisten.,Deutlich einfacher
530,13,Geothermie,Die im Vergleich zum Erdalter sehr rasche Konvektion – die ozeanische Kruste wurde und wird selten älter als 100 Millionen Jahre – wäre ohne Wärmequellen bald zum Erliegen gekommen.,Ohne Wärmequellen kommt es nicht zum Strömungstransport. Die ozeanische Kruste wurde und wird selten älter als 100 Millionen Jahre.,Etwas einfacher
545,13,Geothermie,"Das ist nur etwa das Doppelte des Weltenergiebedarfs, was bedeutet, dass Erdwärmenutzung im großen Stil immer auf eine lokale Abkühlung des Gesteins hinausläuft.","Das ist nur etwa das Doppelte des Energiebedarfs der Welt. Das bedeutet, dass die Benutzung von Erdwärme immer dazu führt, dass an sich diesen Stellen das Gestein abkühlt.",Etwas einfacher
546,13,Geothermie,"Aufgrund der Wärmekapazität des Gesteins, und der damit verbundenen Menge der gespeicherten Wärme kann aber bei ausreichend großem Volumen die Abkühlung innerhalb der Nutzungsdauer gering bleiben und die Erdwärmenutzung somit nachhaltig sein.","Die Erdwärmenutzung kann nachhaltig sein, weil das Gestein viel Wärme aufnehmen kann. Bei ausrechend großem Volumen kann die Abkühlung sehr lange dauern.",Deutlich einfacher
550,13,Geothermie,Diese finden sich beispielsweise in Grabenbrüchen (in Deutschland der Oberrheingraben) oder in tiefen Sedimentbecken.,Duckgradienten wachsen in Grabenbrüchen. Das sind Spalten oder Risse in der Erdoberfläche. Auch wachsen Duckgradienten in tiefen sandähnlichen Regionen. In Deutschland wachsen Duckgradienten zum Beispiel im Oberrheingraben. ,Etwas einfacher
551,13,Geothermie,"Solche Gebiete sind zunächst Gebieten vorzuziehen, in denen ein dichtes Gestein für die Konvektion erst erschlossen werden muss.","Solche Gebiete werden eher als andere Gebiete genutzt, in denen dichtes Gestein erst gefunden werden muss. Das dichte Gestein ist notwendig, um Wärme zu leiten.",Deutlich einfacher
556,13,Geothermie,"Dies sind geologische Wärmeanomalien, die oft mit aktivem Magmatismus einhergehen; dort sind mehrere hundert Grad heiße Fluide (Wasser/Dampf) in einer Tiefe von wenigen hundert Metern anzutreffen.","Dies sind geologische Wärmeanomalien, in denen man oft aktives Magma findet. Dort gibt es wenige hundert Meter tief sehr heißen Dampf.",Etwas einfacher
559,13,Geothermie,Abhängig von den Druck- und Temperaturbedingungen können Hochenthalpie-Lagerstätten mehr dampf- oder mehr wasserdominiert sein.,Die ebengenannten Hochenthalpie- Lagerstätten sind abhängig von Druck- und Temperaturbedingungen. Sie können mehr dampf- oder wasserdominiert sein. ,Etwas einfacher
565,13,Geothermie,"Hierfür wird das im Untergrund erhitzte Wasser genutzt, um eine Dampfturbine anzutreiben. Der geschlossene Kreislauf im Zirkulationssystem steht so unter Druck, dass ein Sieden des eingepressten Wassers verhindert wird und der Dampf erst an der Turbine entsteht (Flash-Verdampfung).","Hierfür wird das im Untergrund erhitzte Wasser genutzt, um eine Dampfturbine anzutreiben. Der geschlossene Kreislauf im System steht so unter Druck, dass das Wasser nicht direkt kocht, sondern der Dampf erst an der Turbine entsteht. Das nennt man Flash-Verdampfung.",Etwas einfacher
567,13,Geothermie,In der Regel sind jedoch tiefe Bohrungen notwendig; für die Stromerzeugung sind Temperaturen über 80 °C erforderlich.,Normalerweise muss man tief bohren. Für die Stromerzeugung braucht man Temperaturen über 80 Grad Celsius.,Etwas einfacher
569,13,Geothermie,"Generell werden im Bereich der tiefen Geothermie drei Arten der Wärmeentnahme aus dem Untergrund unterschieden; welches der in Frage kommenden Verfahren zum Einsatz kommt, ist von den jeweiligen geologischen Voraussetzungen, von der benötigten Energiemenge sowie dem geforderten Temperaturniveau der Wärmenutzung abhängig.","Es gibt in der tiefen Geothermie drei Arten der Wärmeentnahme aus dem Boden. Welche der drei eingesetzt wird, ist von den geologischen Voraussetzungen abhängig. Außerdem ist entscheiden, welche Energiemenge benötigt wird und wie hoch die Temperatur der Wärmenutzung sein soll.",Etwas einfacher
572,13,Geothermie,"HDR-Verfahren befinden sich in den Pilotprojekten in Bad Urach (D), in Soultz-sous-Forêts im Elsass (F) und in Basel (CH) in der Erprobung.","HDR-Verfahren werden in Beispielprojekten getestet. Diese Projekte befinden sich in Bad Urach (D), in Soultz-sous-Forêts im Elsass (F) und in Basel (CH).",Deutlich einfacher
577,14,Glacier-Nationalpark (Vereinigte Staaten),"Er wurde am 11. Mai 1910 unter Schutz gestellt, wird vom National Park Service verwaltet und dient wegen seiner langen Forschungsgeschichte als Referenzgebiet für die Erforschung der Klimageschichte und der globalen Erwärmung.",Der Park wurde am 11. Mai 1910 unter Schutz gestellt und wird vom National Park Service verwaltet. Er wurde schon lange erforscht. Deshalb wird er oft als Beispiel-Gebiet für die Erforschung der Geschichte des Klimas und der globalen Erwärmung genutzt.,Etwas einfacher
579,14,Glacier-Nationalpark (Vereinigte Staaten),Beide Parks zusammen wurden 1932 als weltweit erstes grenzüberschreitendes Naturschutzgebiet unter dem Namen Waterton-Glacier International Peace Park zu einem „Internationalen Friedenspark“ ernannt und 1995 durch die UNESCO zum Weltnaturerbe erklärt.,"Beide Parks wurden 1932 zu einem gemeinsamen Naturschutzgebiet ernannt. Das Gebiet war das erste, das über mehrere Grenzen reichte. Es wurde mit dem Namen ""Waterton-Glacier International Peace Park"" zu einem internationalen Friedenspark ernannt. Und 1995 wurde es durch die UNESCO zum Weltkulturerbe erklärt.",Deutlich einfacher
582,14,Glacier-Nationalpark (Vereinigte Staaten),Der Glacier-Nationalpark bezieht seinen Namen von der durch Vergletscherung während des Eiszeitalters geprägten Landschaft.,Während des Eiszeitalters prägten Gletscher die Landschaft. Auf diese Tatsache bezieht sich der Name des Glacier-Nationalparks.,Etwas einfacher
587,14,Glacier-Nationalpark (Vereinigte Staaten),"Der Berg ist der Wasserscheidepunkt an dessen Flanken sich die Einzugsgebiete des Pazifischen Ozeans, des Atlantischen Ozeans über den Golf von Mexiko und des Arktischen Ozeans über die Hudson Bay berühren.","Der Berg markiert die Grenze zwischen den Gebieten des Pazifischen Ozeans, des Atlantischen Ozean und des Arktischen Ozeans. ",Deutlich einfacher
597,14,Glacier-Nationalpark (Vereinigte Staaten),"In den Tieflagen liegen Zungenbeckenseen, im höheren Gelände handelt es sich um Karseen.","In den Tälern liegen Seen, die man Zungenbeckenseen nennt. In den höheren Gegenden sind Seen, die man Karseen nennt.",Etwas einfacher
600,14,Glacier-Nationalpark (Vereinigte Staaten),"Der Westen unterliegt dem maritimen Einfluss des Pazifischen Ozeans mit gemäßigten Temperaturen und hohen Niederschlägen, während die Ostseite dem kontinentalen Klima zugehörig ist, das durch extreme jahreszeitliche Temperaturunterschiede und die für Nordamerika typischen Blizzards aus nördlichen Richtungen geprägt ist.",Durch den Einfluss des Pazifischen Ozeans unterliegt der Westen gemässigten Temperaturen und hohen Niederschlägen. Die Ostseite ist dem Landklima zugehörig. Es ist durch sehr starke jahreszeitliche Temperaturunterschiede geprägt. Aus nördlichen Richtungen kommen schwere Schneestürme. Diese sind für Nordamerika typisch.,Etwas einfacher
608,14,Glacier-Nationalpark (Vereinigte Staaten),"Spannungen innerhalb der Decke führten zu einer Synklinale, einer konkav – also nach innen – gewölbten Struktur, durch die Gesteinsschichten im Osten und Westen des Parks höher liegen als im Zentrum.",Spannungen innerhalb der Decke führten zu einer konkaven - also nach innen - gewölbten Struktur. Aufgrund dieser Struktur (auch Synklinale genannt) liegen die Gesteinsschichten im Osten und Westen des Parks höher als im Zentrum. ,Etwas einfacher
614,14,Glacier-Nationalpark (Vereinigte Staaten),"Aus den Ablagerungen von Sanden, Tonen und den Kalkgehäusen von Zooplankton in einem Urmeer entstanden zunächst Gesteine wie Sandstein, Schiefer und Kalkstein.","Aus den Sand-, Ton- und Kalkablagerungen in einem ehemaligen Meer entstanden zuerst Gesteine wie Sandstein, Schiefer und Kalkstein.",Etwas einfacher
615,14,Glacier-Nationalpark (Vereinigte Staaten),"Teile davon wurden über geologische Zeiträume durch Druck späterer Schichten zu Metamorphen Gesteinen wie Quarzit, Tonschiefer sowie kristallinem Kalkstein (Marmor) und Dolomit umgewandelt.","Teile davon wurden über lange Zeit durch den Druck späterer Schichten zu Gesteinen umgewandelt. Diese Gesteine sind zum Beispiel Quarzit, Tonschiefer, kristalliner Kalkstein (Marmor) und Dolomit.",Etwas einfacher
624,14,Glacier-Nationalpark (Vereinigte Staaten),"In der Appekunny Formation im Osten des Parks, die auf ein Alter von 1,5–1,3 Milliarden Jahre datiert wird, wurden 1982 Abdrücke gefunden, die von den Entdeckern als Metazoa interpretiert und nach neuen Untersuchungen 2002 als Horodyskia moniliformis beschrieben wurden.","In der Appekunny Formation im Osten des Parks, die auf ein Alter von 1,5-1,3 Milliarden Jahre datiert wird, wurden 1982 Abdrücke gefunden. Diese Abdrücke wurden von den Entdeckern als vielzellige Lebenwesen (Metazoa) interpretiert. Nach neuen Untersuchungen wurden diese Metazoa als Horodyskai moniliformis beschrieben. ",Etwas einfacher
625,14,Glacier-Nationalpark (Vereinigte Staaten),Sie gehören zu den frühesten Spuren vielzelliger Tiere weltweit.,"Sie gehören zu den frühsten Spuren von Tieren, die aus mehreren Zellen bestehen.",Etwas einfacher
626,15,Recycling,"Beim Recycling, Rezyklierung bzw. Müllverwertung werden Abfallprodukte wiederverwertet bzw. deren Ausgangsmaterialien werden zu Sekundärrohstoffen.","Bei der Müllverwertung werden Abfallprodukte wieder verwertet.
Dieser Vorgang wird auch Recycling genannt.",Deutlich einfacher
632,15,Recycling,"Ein möglicher Nachteil von beispielsweise Kunststoff ist, dass – bei vertretbarem Aufwand – das Material nicht mehr die ursprüngliche Qualität oder dessen Verarbeitbarkeit erreicht wie bei der Primärherstellung vor dem Recyclingprozess.","Das Recycling von Kunststoff hat einen möglichen Nachteil. Dieser ist, dass das Material nach dem Recyclingprozess nicht die gleiche Qualität hat, wie bei der ersten Produktion. Um die gleiche Qualität zu erreichen, wäre der Aufwand zu groß.",Nicht einfacher / konnte nicht vereinfacht werden
633,15,Recycling,"Diese Abwertung wird auch als Downcycling bezeichnet, während beim Upcycling aus Abfallstoffen eines Prozesses hochwertigere Produkte hergestellt werden können. ",Man nennt das auch Downcycling. Beim so genannten Upcycling werden aus Abfallstoffen eines Produktes bessere Produkte hergestellt.,Deutlich einfacher
637,15,Recycling,Es kommt hierbei auf die Qualität und Sortenreinheit der gesammelten Altteile und den Aufbereitungsprozess und die Nachadditivierung an.,Es kommt dabei auf die Qualität und Reinheit der gesammelten alten Teile an. Auch die Aufbereitung und weitere Zuführung von weiteren Stoffen ist wichtig.,Etwas einfacher
638,15,Recycling,Auch der Gesamtenergieverbrauch bei der Wiederaufbereitung wird vielfach überschätzt.,Viele überschätzen den Gesamtenergieverbrauch bei der Wiederaufbereitung.,Etwas einfacher
644,15,Recycling,Diese vollständige Wiederverwertung ist Basis der Subsistenzwirtschaft.,"Diese vollständige Wiederverwertung ist Grundlage für eine Wirtschaft, die auf Selbstversorgung setzt (Substinenzwirtschaft).",Etwas einfacher
646,15,Recycling,Im Mittelalter verfiel diese Organisation größtenteils – Exkremente und Abfälle wurden teilweise einfach nur auf die Straße gekippt und allenfalls von Haustieren „verwertet“.,Im Mittelalter wurde diese Organisation meist nicht mehr gemacht. Ausscheidungen und Abfälle wurden manchmal einfach nur auf die Straße gekippt oder an Tiere verfüttert.,Etwas einfacher
658,15,Recycling,"Erst mit Aufkommen der grünen Bewegung in den 1970/80er-Jahren fand ein Umdenken statt, dass Müllentsorgung einer der Hauptfaktoren der Umweltverschmutzung darstellt.","Erst durch die grüne Bewegung in den 1970/80er-Jahren dachten die Menschen anders. Erst dann erkannten sie, dass die Müllentsorgung einer der größten Gründe für die Umweltverschmutzung ist.",Deutlich einfacher
661,15,Recycling,"Ausgehend von Altpapier-Wiederverwendung wurden zunehmend Technologien erarbeitet, die die Wiederaufbereitung aller Arten von Altstoffen wirtschaftlich machen, wodurch Abfall zu einem bedeutenden Wirtschaftsgut wurde: Geprägt wurde dafür der Ausdruck Sekundärrohstoff.","Ausgehend von Altpapier-Wiederverwendung wurden zunehmend Technologien erarbeitet, die die Wiederaufbereitung aller Arten von Altstoffen wirtschaftlich machen. Dadurch wurde Abfall zu einem bedeutenden Wirtschaftsgut. Dafür entstand der Ausdruck Sekundärrohstoff.",Etwas einfacher
665,15,Recycling,"Besonders in Zeiten der Kriegswirtschaft wird auf Metallgegenstände des zivilen Gebrauches zurückgegriffen zwecks Sekundär-Rohstoffgewinnung zur Waffenproduktion, wie etwa 1940 unter dem Motto Metallspende des deutschen Volkes.","Während des Krieges werden oft Alltagsgegenstände aus Metall eingeschmolzen und für die Waffenproduktion genutzt. Ein Beispiel ist die Aktion ""Metallspende des deutschen Volkes"" von 1940. ",Deutlich einfacher
669,16,Winston Churchill,"Zuvor hatte er bereits mehrere Regierungsämter bekleidet, unter anderem das des Innenministers, des Ersten Lords der Admiralität und des Schatzkanzlers.","Zuvor hatte er bereits mehrere Regierungsämter bekleidet. Unter anderem war er Innenminister, Erster Lord der Admiralität und Schatzkanzler.",Etwas einfacher
680,16,Winston Churchill,"Erst bei Ausbruch des Zweiten Weltkriegs 1939 kehrte Churchill, der als erklärter Gegner Hitlers bekannt war, in die Regierung zurück, zunächst erneut als Erster Lord der Admiralität.","Als 1939 der zweite Weltkrieg ausbrach, wurde Winston Churchill wieder Mitglied der Regierung. Er war als Gegner von Hitler bekannt. Seine neue Position war die des Ersten Lords der Admiralität.",Etwas einfacher
682,16,Winston Churchill,"Mit seiner Weigerung, in Verhandlungen mit Hitler einzutreten, und mit seinen Reden stärkte er in den kritischen Monaten des Frühjahrs und Sommers 1940 den britischen Widerstandswillen.",Er verweigerte mit Hitler zu verhandeln. Damit und mit seinen Reden stärkte er den Widerstandswillen der Briten in den wichtigen Monaten im Frühling und Sommer 1940.,Deutlich einfacher
687,16,Winston Churchill,"Seinen Wahlkreis Woodford im Nordosten Londons vertrat er bis 1964, ein Jahr vor seinem Tod, im Unterhaus.",Bis ein Jahr vor seinem Tod 1965 arbeitete er noch im Unterhaus. Er vertrat dort seinen Wahlkreis  Woodford im Nordosten von London.,Etwas einfacher
697,16,Winston Churchill,"Das autoritäre Erziehungssystem dort widerstrebte ihm, und er blieb mehrfach sitzen.",Die befehlerische Erziehung dort gefiel ihm nicht und er blieb mehrfach sitzen.,Etwas einfacher
705,16,Winston Churchill,"Zwischen 1895 und 1901 nahm Churchill als aktiver Soldat und Kriegsberichterstatter an fünf verschiedenen Kolonialkriegen teil, unter anderem in Kuba auf Seiten der Spanier während des dortigen Unabhängigkeitskrieges und in verschiedenen Teilen des Empire, etwa in Malakand in der Nordwestlichen Grenzprovinz Britisch-Indiens.","Zwischen 1895 und 1901 nahm Churchill als aktiver Soldat und Kriegsberichterstatter an fünf verschiedenen Kolonialkriegen teil. Unter anderem kämpfte und arbeitete er in Kuba auf der Seite der Spanier während des dortigen Unabhängigkeitskrieges. Außerdem war er in verschiedenen Teilen des Empire, etwa in Malakandin der Nordwestlichen Grenzprovinz Britisch-Indiens aktiv beteiligt.",Etwas einfacher
707,16,Winston Churchill,Dabei ritt er in der Schlacht von Omdurman eine der letzten großen Kavallerieattacken der britischen Militärgeschichte mit.,Er ritt in der Schlacht von Omdurman mit. Das war einer der letzten großen Angriffe von Soldaten auf Pferden in der britischen Militärgeschichte.,Etwas einfacher
710,16,Winston Churchill,"Seinem Biographen Martin Gilbert zufolge war der Vertrag, den Churchill mit der Zeitung aushandelte, „wahrscheinlich der günstigste Vertrag, den überhaupt ein Kriegsberichterstatter bis dahin abgeschlossen hatte“.","Churchills Vertrag mit der Zeitung war laut seines Biographen der beste Vertrag, den ein Kriegsberichterstatter je ausgehandelt hatte.",Etwas einfacher
728,17,Friedensnobelpreis,"Die Ursache für die Vergabe durch ein norwegisches Gremium liegt vermutlich darin, dass zu Nobels Lebzeiten Schweden und Norwegen vereinigt waren und außenpolitische Fragen nur durch das schwedische Parlament entschieden wurden.","Die Vergabe wird durch ein norwegisches Gremium gemacht. Das liegt daran, dass als Nobel noch lebte Schweden und Norwegen vereinigt waren. Außenpolitische Fragen wurden damals nur durch das schwedische Parlament entschieden.",Etwas einfacher
730,17,Friedensnobelpreis,"Man geht allerdings davon aus, dass er der Meinung war, das norwegische Parlament, das nur für die Innenpolitik verantwortlich war, wäre Manipulationen durch die Regierung weniger stark ausgesetzt.","Nobel dachte, dass das norwegische Parlament weniger von der Regierung beeinflusst werden kann, da es nur für Innenpolitik verantwortlich ist. ",Deutlich einfacher
